YRI1XJ5c.1,13:03:58,T5,Team T5,0,LOG_STARTED,On JOSEPHJ-MYHP at 2015-10-19T20:03:58.218Z
YRI1XJ5c.2,13:03:58,T5,Team T5,181,GiiH54m5,QllSZLb2qC8KC
YRI1XJ5c.3,13:03:58,T5,Team T5,141,QmOdDAyh,SzZzwLIhvNW0R=
YRI1XJ5c.4,13:03:58,T5,Team T5,156,eA0fLsMF,oDgcMpVKb
YRI1XJ5c.5,13:03:58,T5,Team T5,114,ISW19MIX,K54q2XNmcZ
YRI1XJ5c.6,13:03:58,T5,Team T5,179,c4Y71kixH,jitsRyFCSMj7j4b0W=
YRI1XJ5c.7,13:03:58,T5,Team T5,154,OOqvB0w1,Y4nvrXH6S
YRI1XJ5c.8,13:03:58,T5,Team T5,105,LHX62Xn0g,SVlnSbQ8oGszkQ
YRI1XJ5c.9,13:03:58,T5,Team T5,123,Q2E5jia9,0Vn6ucZErS==
YRI1XJ5c.10,13:03:58,T5,Team T5,100,Nhpm6nfg,PuwHZx6wcN
YRI1XJ5c.11,13:03:58,T5,Team T5,184,jXNO4f7W,la2dXu9hjuRRE_0dS=
YRI1XJ5c.12,13:03:58,T5,Team T5,189,m8CpdSor,wVPo3NDGli6w=
YRI1XJ5c.13,13:03:58,T5,Team T5,147,1phkETbIE,8DJDu7l2t=
YRI1XJ5c.14,13:03:58,T5,Team T5,156,eA0fLsMF,gNcGEGOUH4
YRI1XJ5c.15,13:03:58,T5,Team T5,128,TdtGcVbE,3ouPcK8Lpygamry==
YRI1XJ5c.16,13:03:58,T5,Team T5,118,J9PogD5KS,QneI6PobA0a9Y6MIfeVK==
YRI1XJ5c.17,13:03:58,T5,Team T5,109,BZ7k6RTyi,IdvFW7QFnc
YRI1XJ5c.18,13:03:58,T5,Team T5,161,gcy5Rksj,q9rd6oku2Ob==
YRI1XJ5c.19,13:03:58,T5,Team T5,115,KLPA4dz,XYZO0dh65XxT1dw==
YRI1XJ5c.20,13:03:58,T5,Team T5,102,d3Z60Pva,n1N5UKnFRD8Bk54==
YRI1XJ5c.21,13:03:58,T5,Team T5,102,82If3Mm9Z,fg6tTWCt9D6mmje==
YRI1XJ5c.22,13:03:58,T5,Team T5,158,EmAJFU2z,OxzHTJYMU
YRI1XJ5c.23,13:03:58,T5,Team T5,123,Q2E5jia9,0mIgDkXoyK6C=
YRI1XJ5c.24,13:03:58,T5,Team T5,129,15RckBNAe,8jhxaRJHb=
YRI1XJ5c.25,13:03:58,T5,Team T5,106,YASt7GSH1,5OgLXS7GgloIW=
