CZ_jDwGY.1,13:03:57,T3,Team T3,0,LOG_STARTED,On JOSEPHJ-MYHP at 2015-10-19T20:03:57.924Z
CZ_jDwGY.2,13:03:57,T3,Team T3,139,qbd0s9t,Dopioqtai2M==
CZ_jDwGY.3,13:03:57,T3,Team T3,185,WScfvgCj,6YZnG
CZ_jDwGY.4,13:03:57,T3,Team T3,114,8UGlvksD,iVuxx0v==
CZ_jDwGY.5,13:03:57,T3,Team T3,188,uwavxoe9L,BKGPnzjiM=
CZ_jDwGY.6,13:03:57,T3,Team T3,141,goyxZ8yH,iBJTSmJ9JFGF2FGph_
CZ_jDwGY.7,13:03:57,T3,Team T3,131,Vlb6KDBO,5pcpI
CZ_jDwGY.8,13:03:57,T3,Team T3,193,q9X8q1p,DmfkmasNIkk==
CZ_jDwGY.9,13:03:57,T3,Team T3,142,ihb6Ez9,vuohAVpUk
CZ_jDwGY.10,13:03:57,T3,Team T3,112,x84Nrki,KleYnvgGz
CZ_jDwGY.11,13:03:57,T3,Team T3,187,hDv8sFJc0,oR1riUWl5gT2D=
CZ_jDwGY.12,13:03:57,T3,Team T3,171,LxFAc79C,VvF_jNu=
CZ_jDwGY.13,13:03:57,T3,Team T3,159,cgYz988VZ,jurUZnhjOaU9w=
CZ_jDwGY.14,13:03:57,T3,Team T3,117,LzVcuvte,VlC==
CZ_jDwGY.15,13:03:57,T3,Team T3,188,zxrmurna,Jj9h=
CZ_jDwGY.16,13:03:57,T3,Team T3,103,Ld7Gu3RwY,SrvVke7PY4E7lfI1yc
CZ_jDwGY.17,13:03:57,T3,Team T3,141,goyxZ8yH,qrnHSYn2P
CZ_jDwGY.18,13:03:57,T3,Team T3,107,Gwy1f0wl,QFna7avPM
CZ_jDwGY.19,13:03:57,T3,Team T3,104,3RjUgPvu,dL0==
CZ_jDwGY.20,13:03:57,T3,Team T3,175,wOyXjYwpT,D23e9cLzCAgiSWIFzkqj==
CZ_jDwGY.21,13:03:57,T3,Team T3,118,NsOLpW4,0FY2lnWueTE0Lj0w=
CZ_jDwGY.22,13:03:57,T3,Team T3,127,1B1MwHhmW,8Pr5mTotTeXbSbD==
CZ_jDwGY.23,13:03:57,T3,Team T3,104,3RjUgPvu,dN97l
CZ_jDwGY.24,13:03:57,T3,Team T3,193,B9ZWAjjy,Dmfktuuv==
CZ_jDwGY.25,13:03:57,T3,Team T3,196,eOu3zu4p,oPblIuptvw_Ax
CZ_jDwGY.26,13:03:57,T3,Team T3,160,iBBeYRN,vOQnUWRhG0Qlp
CZ_jDwGY.27,13:03:57,T3,Team T3,163,6gST7ksD,gaHO=
CZ_jDwGY.28,13:03:57,T3,Team T3,112,D7PKEz3IO,KleYuKZJPyhcROws==
CZ_jDwGY.29,13:03:57,T3,Team T3,178,ptN4i9x0a,wHio8l2Y==
CZ_jDwGY.30,13:03:57,T3,Team T3,162,TnXw2BXG,VAaTVPXP3_yquXiddgZN==
CZ_jDwGY.31,13:03:57,T3,Team T3,184,JZxSqx7m,TTsbg
CZ_jDwGY.32,13:03:57,T3,Team T3,145,1VrUQZFum,89TbGcQF8ejWprFC==
CZ_jDwGY.33,13:03:57,T3,Team T3,155,bJ5c2hLo,dWhCVtzGPh9y7eGZ0u5l==
CZ_jDwGY.34,13:03:57,T3,Team T3,183,w6CLlOmF,yjR9e2nI==
CZ_jDwGY.35,13:03:57,T3,Team T3,166,JF7K6vte,LSkbZJtDi=
CZ_jDwGY.36,13:03:57,T3,Team T3,131,Vlb6KDBO,XylsDSt0Q2Q2opnL==
CZ_jDwGY.37,13:03:57,T3,Team T3,176,OIublKqn,Yyb==
CZ_jDwGY.38,13:03:57,T3,Team T3,140,NvDaUpNK,XxsrH7LOyaGvXom==
CZ_jDwGY.39,13:03:57,T3,Team T3,172,Nay97y0,0nOk3F0JsZQX1hgvQ
CZ_jDwGY.40,13:03:57,T3,Team T3,189,Mamtja87,WedujohmroKolDl==
CZ_jDwGY.41,13:03:57,T3,Team T3,184,JZxSqx7m,TTsTLHhEZoaEJ
CZ_jDwGY.42,13:03:57,T3,Team T3,164,jTxgc3dA,l6KF5ixTyBkV=
CZ_jDwGY.43,13:03:57,T3,Team T3,118,NsOLpW4,0FY2lYLua3Glai3qO9l==
CZ_jDwGY.44,13:03:57,T3,Team T3,107,Gwy1f0wl,QEp5y5rD_
CZ_jDwGY.45,13:03:57,T3,Team T3,139,waYXFoe93,DopivzlbjbJT==
