Hrq9y3-R.1,04:11:25,T4,Team T4,0,LOG_STARTED,On JOSEPHJ-MYHP at 2015-10-15T11:11:25.251Z
Hrq9y3-R.2,04:11:25,T4,Team T4,100,HZx9FfvL,JcEuyqi5UmPMu8k7==
Hrq9y3-R.3,04:11:25,T4,Team T4,100,vWe6B6q0T6S,R2qwOqr4
Hrq9y3-R.4,04:11:25,T4,Team T4,100,wZvlvXB,JcEurZmT88REI3Ph=
Hrq9y3-R.5,04:11:25,T4,Team T4,100,vWe6B6q0T6S,R3A==
Hrq9y3-R.6,04:11:25,T4,Team T4,100,vWe6B6q0T6S,JcEuyrpLJq5ZOvqk0=
Hrq9y3-R.7,04:11:25,T4,Team T4,100,HZx9FfvL,JcEuyqi7Eq4I==
Hrq9y3-R.8,04:11:25,T4,Team T4,100,vWe6B6q0T6S,R6s40
Hrq9y3-R.9,04:11:25,T4,Team T4,100,wZvlvXB,JcEurso==
Hrq9y3-R.10,04:11:25,T4,Team T4,100,wZvlvXB,JcEurnuWBanKJ6Ihnar==
Hrq9y3-R.11,04:11:25,T4,Team T4,101,5K4m7cpz,fDOE5fCEdyyn4R3==
Hrq9y3-R.12,04:11:25,T4,Team T4,101,5K4m7cpz,7XbI0kjQCJ
Hrq9y3-R.13,04:11:25,T4,Team T4,101,5K4m7cpz,7XbI0nyOowI6==
Hrq9y3-R.14,04:11:25,T4,Team T4,101,THLj33kOwpz,f2MD3UjFpFM==
Hrq9y3-R.15,04:11:25,T4,Team T4,103,Wb9HW5ED,Yog5PiGVD6hAeD
Hrq9y3-R.16,04:11:25,T4,Team T4,103,K8QESWzSM62,61h3K_sS=
Hrq9y3-R.17,04:11:25,T4,Team T4,103,K8QESWzSM62,6b9NIbwGuf1lw
Hrq9y3-R.18,04:11:25,T4,Team T4,104,9WFzHKE,m9OMD1OFFzZVW2j==
Hrq9y3-R.19,04:11:25,T4,Team T4,105,a9YJOViHz,hnm0E8pQk=
Hrq9y3-R.20,04:11:25,T4,Team T4,105,37WxHPmXzgY,p3XOFOkQxt7=
Hrq9y3-R.21,04:11:25,T4,Team T4,105,a9YJOViHz,hnm0E7kRw=
Hrq9y3-R.22,04:11:25,T4,Team T4,105,37WxHPmXzgY,pc2==
Hrq9y3-R.23,04:11:25,T4,Team T4,105,a9YJOViHz,hnm0E6tGGih==
Hrq9y3-R.24,04:11:25,T4,Team T4,105,37WxHPmXzgY,paiJI7hUg
Hrq9y3-R.25,04:11:25,T4,Team T4,105,37WxHPmXzgY,psiOKICKg
Hrq9y3-R.26,04:11:25,T4,Team T4,105,fafALYrI,pchPDHG0Gyft
Hrq9y3-R.27,04:11:25,T4,Team T4,105,37WxHPmXzgY,pikUzSC1pdYs
Hrq9y3-R.28,04:11:25,T4,Team T4,106,ZltcCMILc7F,lwArOCAyYkK=
Hrq9y3-R.29,04:11:25,T4,Team T4,106,ZltcCMILc7F,ldKeUB==
Hrq9y3-R.30,04:11:25,T4,Team T4,107,uA34bOyLQ,BOrn14vexsVKBSRfRP7s==
Hrq9y3-R.31,04:11:25,T4,Team T4,107,uA34bOyLQ,BOrn14v_BM
Hrq9y3-R.32,04:11:25,T4,Team T4,107,ny1S4IC1QqT,JPnejJuSC
Hrq9y3-R.33,04:11:25,T4,Team T4,107,ny1S4IC1QqT,Jw4WhxUh=
Hrq9y3-R.34,04:11:25,T4,Team T4,107,uA34bOyLQ,BOrn12_7Dz6ttXy8j=
Hrq9y3-R.35,04:11:25,T4,Team T4,107,zBkV8RHM,JJ1njzJ7FT5Hx
Hrq9y3-R.36,04:11:25,T4,Team T4,108,kmPkSwG,xzYBOOEDtJr==
Hrq9y3-R.37,04:11:25,T4,Team T4,108,qlAh5LrAt,xzYBVWBHiBc4H=
Hrq9y3-R.38,04:11:25,T4,Team T4,108,kmPkSwG,xzYBOEFYettY=
Hrq9y3-R.39,04:11:25,T4,Team T4,108,vmR82OAB,FkKzYRpLpli4=
Hrq9y3-R.40,04:11:25,T4,Team T4,109,Hx6KTBpE67P,3PDV7ND==
Hrq9y3-R.41,04:11:25,T4,Team T4,109,Oz8W0Hlo6,VNwhQUuATyQJ==
Hrq9y3-R.42,04:11:25,T4,Team T4,109,Oz8W0Hlo6,VNwhQY_vZr5wl=
Hrq9y3-R.43,04:11:25,T4,Team T4,109,Hx6KTBpE67P,3zwVS
Hrq9y3-R.44,04:11:25,T4,Team T4,109,Hx6KTBpE67P,3vc==
Hrq9y3-R.45,04:11:25,T4,Team T4,109,TApNXKup,3IwWUDKU=
Hrq9y3-R.46,04:11:25,T4,Team T4,109,TApNXKup,3tlVgLx==
Hrq9y3-R.47,04:11:25,T4,Team T4,109,Hx6KTBpE67P,3njPP
Hrq9y3-R.48,04:11:25,T4,Team T4,110,Ea0hfyK0,O7No2JU1QzsBn
Hrq9y3-R.49,04:11:25,T4,Team T4,110,Ea0hfyK0,Ou3K1uEcZKqh=
Hrq9y3-R.50,04:11:25,T4,Team T4,110,s7HebpFfTo5,O5MjyDDe1khjaQm==
Hrq9y3-R.51,04:11:25,T4,Team T4,110,Ea0hfyK0,Gn8C8HAmA=
Hrq9y3-R.52,04:11:25,T4,Team T4,110,Ea0hfyK0,Gn8C8LDcMOjud=
Hrq9y3-R.53,04:11:25,T4,Team T4,110,Ea0hfyK0,OqN==
Hrq9y3-R.54,04:11:25,T4,Team T4,110,Ea0hfyK0,Gn8C8HL2UA
Hrq9y3-R.55,04:11:25,T4,Team T4,110,Ea0hfyK0,OZOvlhOkB
Hrq9y3-R.56,04:11:25,T4,Team T4,111,zoyX9v6g,JauUbh==
Hrq9y3-R.57,04:11:25,T4,Team T4,111,nlfU5m1vwfk,BBGj2Filp=
Hrq9y3-R.58,04:11:25,T4,Team T4,111,zoyX9v6g,BBGj2EWd==
Hrq9y3-R.59,04:11:25,T4,Team T4,111,nlfU5m1vwfk,JEf==
Hrq9y3-R.60,04:11:25,T4,Team T4,112,L6Mz0iUj95y,ZmdZXEWx66_3Li
Hrq9y3-R.61,04:11:25,T4,Team T4,112,X95C4rZ4,7_Q3Qe9dV3L==
Hrq9y3-R.62,04:11:25,T4,Team T4,112,S8OL7oQ39,ZmdZXzN6Q5EZ1rVO1=
Hrq9y3-R.63,04:11:25,T4,Team T4,112,X95C4rZ4,ZmdZXBV7==
Hrq9y3-R.64,04:11:25,T4,Team T4,112,M93OU95,ZmdZQp9z=
Hrq9y3-R.65,04:11:25,T4,Team T4,113,HjkNVfO7kof,3rRMWfPn=
Hrq9y3-R.66,04:11:25,T4,Team T4,113,TmDQZoTS,VzLeSDNV==
Hrq9y3-R.67,04:11:25,T4,Team T4,113,TmDQZoTS,3CG==
Hrq9y3-R.68,04:11:25,T4,Team T4,113,TmDQZoTS,3emOM6Yakxi==
Hrq9y3-R.69,04:11:25,T4,Team T4,113,HjkNVfO7kof,3im6RgR9=
Hrq9y3-R.70,04:11:25,T4,Team T4,113,TmDQZoTS,3lG==
Hrq9y3-R.71,04:11:25,T4,Team T4,113,HjkNVfO7kof,3usW1fb48q==
Hrq9y3-R.72,04:11:25,T4,Team T4,114,CxSsPbHoXfu,QNjUMvYF0mtfigP3EaWX==
Hrq9y3-R.73,04:11:25,T4,Team T4,114,CxSsPbHoXfu,QNjUMxJnFsz5vnXU==
Hrq9y3-R.74,04:11:25,T4,Team T4,114,OAbvTkM9,QNjUMz56IJtilnTE==
Hrq9y3-R.75,04:11:25,T4,Team T4,114,OAbvTkM9,YUSwM
Hrq9y3-R.76,04:11:25,T4,Team T4,114,CxSsPbHoXfu,QNjUMvIp2=
Hrq9y3-R.77,04:11:25,T4,Team T4,114,OAbvTkM9,YVe==
Hrq9y3-R.78,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,mBSlD
Hrq9y3-R.79,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,mUu6miR5jgG==
Hrq9y3-R.80,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,e1QBewOjtbP4o=
Hrq9y3-R.81,04:11:25,T4,Team T4,115,cOIblhGX,e1QBewI8ju4aC=
Hrq9y3-R.82,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,e1QBewHYx6
Hrq9y3-R.83,04:11:25,T4,Team T4,115,7NrkoexWA,e1QBepS0==
Hrq9y3-R.84,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,mCT6=
Hrq9y3-R.85,04:11:25,T4,Team T4,115,0Lp8h8BcA6J,mDOrg5Kdv
Hrq9y3-R.86,04:11:25,T4,Team T4,115,cOIblhGX,e1QBevIa==
Hrq9y3-R.87,04:11:25,T4,Team T4,116,WwXlc4Xsdpq,aMoP9rmjszueE8PzmXCo==
Hrq9y3-R.88,04:11:25,T4,Team T4,116,WwXlc4Xsdpq,iRutjf==
Hrq9y3-R.89,04:11:25,T4,Team T4,116,XzeA6V8,aMoP278u3
Hrq9y3-R.90,04:11:25,T4,Team T4,116,XzeA6V8,aMoP2c3tVPJ==
Hrq9y3-R.91,04:11:25,T4,Team T4,116,WwXlc4Xsdpq,irorq2na=
Hrq9y3-R.92,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3mKmV=
Hrq9y3-R.93,04:11:25,T4,Team T4,117,SJu061QhQfE,eIHbmj36Lb==
Hrq9y3-R.94,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3hT6Gi6c4=
Hrq9y3-R.95,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3hdl==
Hrq9y3-R.96,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3kJ7V=
Hrq9y3-R.97,04:11:25,T4,Team T4,117,4MN3aaV2,eW28afXkxrOXa
Hrq9y3-R.98,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3n3o5kDQUsIIRZhM==
Hrq9y3-R.99,04:11:25,T4,Team T4,117,ZLwcd7M1Q,6ZVv3h1wTj554B7IZ=
Hrq9y3-R.100,04:11:25,T4,Team T4,118,nZ4S83Ght,udtcYhKBuenI4=
Hrq9y3-R.101,04:11:25,T4,Team T4,119,iKBx20A5E,pY0SSaP5qpQf2Tbei=
Hrq9y3-R.102,04:11:25,T4,Team T4,119,iKBx20A5E,pY0SSiS9AMISg473=
Hrq9y3-R.103,04:11:25,T4,Team T4,119,nLSoZ3J6,xXEN9
Hrq9y3-R.104,04:11:25,T4,Team T4,119,iKBx20A5E,pY0SSaCrrI0YaU
Hrq9y3-R.105,04:11:25,T4,Team T4,119,iKBx20A5E,pY0SSeA8MFCZ8O9iSB
Hrq9y3-R.106,04:11:25,T4,Team T4,119,nLSoZ3J6,xEUD9KFwSPyUe
Hrq9y3-R.107,04:11:25,T4,Team T4,119,bIzlVUElEpA,xPGj7QM==
Hrq9y3-R.108,04:11:25,T4,Team T4,119,iKBx20A5E,pY0SSaCuoQGW0
Hrq9y3-R.109,04:11:25,T4,Team T4,120,Bl1ShjYH,DyadaqMWOhZOF3fA7Iw==
Hrq9y3-R.110,04:11:25,T4,Team T4,120,piIPdaTWUeQ,LDY==
Hrq9y3-R.111,04:11:25,T4,Team T4,120,Bl1ShjYH,Dyadavca2aiXKuhy=
Hrq9y3-R.112,04:11:25,T4,Team T4,120,Bl1ShjYH,DyadavYbGiOIGqret=
Hrq9y3-R.113,04:11:25,T4,Team T4,120,Bl1ShjYH,DyadaqXQ7vRKRjjkqH==
Hrq9y3-R.114,04:11:25,T4,Team T4,120,Bl1ShjYH,LF3dpZ00UDT==
Hrq9y3-R.115,04:11:25,T4,Team T4,120,Bl1ShjYH,LuLTb363Q
Hrq9y3-R.116,04:11:25,T4,Team T4,120,qlZ4714,Dyad3p1==
Hrq9y3-R.117,04:11:25,T4,Team T4,120,Bl1ShjYH,Lj5b8eTPPy5FWi==
Hrq9y3-R.118,04:11:25,T4,Team T4,121,kwg28EfK445,GShijS7==
Hrq9y3-R.119,04:11:25,T4,Team T4,121,kwg28EfK445,GLw==
Hrq9y3-R.120,04:11:25,T4,Team T4,121,kwg28EfK445,GDs22wqx
