HY7nv1kt.1,12:10:36,T3,Team T3,0,LOG_STARTED,On JOSEPHJ-MYHP at 2015-10-16T19:10:36.714Z
HY7nv1kt.2,12:10:36,T3,Team T3,100,LwQDoMUbHBL,7mjHeEleDDM05JO==
HY7nv1kt.3,12:10:36,T3,Team T3,100,Xz9GsVZW,7K1TL36lAD==
HY7nv1kt.4,12:10:36,T3,Team T3,100,LwQDoMUbHBL,7naH=
HY7nv1kt.5,12:10:36,T3,Team T3,100,LwQDoMUbHBL,ZMg1lagaHx_I5m1y_T
HY7nv1kt.6,12:10:36,T3,Team T3,100,LwQDoMUbHBL,7zeXxQ8==
HY7nv1kt.7,12:10:36,T3,Team T3,100,Xz9GsVZW,ZMg1l79gqXQ6ehSn==
HY7nv1kt.8,12:10:36,T3,Team T3,100,Mz7SiD5,ZMg1eBPTISXZ=
HY7nv1kt.9,12:10:36,T3,Team T3,101,asO3hEKT,knGkgpUYeO1TV
HY7nv1kt.10,12:10:36,T3,Team T3,101,Ypv0dvF8sSG,kLvaqt3Sa
HY7nv1kt.11,12:10:36,T3,Team T3,101,Ypv0dvF8sSG,kIGpm
HY7nv1kt.12,12:10:36,T3,Team T3,101,Ypv0dvF8sSG,koNeysG3jlFq=
HY7nv1kt.13,12:10:36,T3,Team T3,101,Ypv0dvF8sSG,kNB==
HY7nv1kt.14,12:10:36,T3,Team T3,101,asO3hEKT,cFVpaQYb9dK2ZYrWivn==
HY7nv1kt.15,12:10:36,T3,Team T3,101,asO3hEKT,kFv==
HY7nv1kt.16,12:10:36,T3,Team T3,101,asO3hEKT,cFVpaPGREjYYcIkbj=
HY7nv1kt.17,12:10:36,T3,Team T3,102,biqnieaPdpl,xhWlic7V_
HY7nv1kt.18,12:10:36,T3,Team T3,102,ikszpk6zd,pyQNfvjNjw
HY7nv1kt.19,12:10:36,T3,Team T3,102,nlJqmnfA,xwFx=
HY7nv1kt.20,12:10:36,T3,Team T3,102,biqnieaPdpl,xqM==
HY7nv1kt.21,12:10:36,T3,Team T3,102,nlJqmnfA,pyQNfy4UfrL9==
HY7nv1kt.22,12:10:36,T3,Team T3,102,nlJqmnfA,x7GCdrqF7KH1zV==
HY7nv1kt.23,12:10:36,T3,Team T3,102,nlJqmnfA,xxCyBgoVYLy==
HY7nv1kt.24,12:10:36,T3,Team T3,103,Qeoxr60x,0sgwG5QOcGz==
HY7nv1kt.25,12:10:36,T3,Team T3,103,Ld7Gu3RwY,SrvVkeNK8Tl7dswaEkIe==
HY7nv1kt.26,12:10:36,T3,Team T3,103,Eb5unXVMYGg,0ulwgUT==
HY7nv1kt.27,12:10:36,T3,Team T3,103,Qeoxr60x,SrvVkk5XV7zv2gMHzXD==
HY7nv1kt.28,12:10:36,T3,Team T3,103,Eb5unXVMYGg,0e91wV2w=
HY7nv1kt.29,12:10:36,T3,Team T3,103,Eb5unXVMYGg,SrvVkjZKH3Cepc
HY7nv1kt.30,12:10:36,T3,Team T3,103,Eb5unXVMYGg,0lsIjaN==
HY7nv1kt.31,12:10:36,T3,Team T3,103,FemJhO6,SrvVdMT==
HY7nv1kt.32,12:10:36,T3,Team T3,104,3RjUgPvu,54qj90jMQlqpAU7F=
HY7nv1kt.33,12:10:36,T3,Team T3,104,3RjUgPvu,54qj92mOM=
HY7nv1kt.34,12:10:36,T3,Team T3,104,3RjUgPvu,dQy8i
HY7nv1kt.35,12:10:36,T3,Team T3,104,RO0RcGqJJXb,d1k4eGODBbej=
HY7nv1kt.36,12:10:36,T3,Team T3,104,YQ23jMmtJ,54qj9YvssgGgAAWn==
HY7nv1kt.37,12:10:36,T3,Team T3,104,YQ23jMmtJ,54qj9WBRXbrjDJdkkFpx==
