WfT0_jPi.1,04:10:28,T3,Team T3,0,LOG_STARTED,On JOSEPHJ-MYHP at 2015-10-15T11:10:28.478Z
WfT0_jPi.2,04:10:28,T3,Team T3,100,vDraSMZr,Fsu58
WfT0_jPi.3,04:10:28,T3,Team T3,100,vDraSMZr,FryqLyMHeldSVmc==
WfT0_jPi.4,04:10:28,T3,Team T3,100,jA87ODUG90T,xQyvLV6PW=
WfT0_jPi.5,04:10:28,T3,Team T3,100,jA87ODUG90T,xQyvL0aN4WSd==
WfT0_jPi.6,04:10:28,T3,Team T3,100,kDpmIu5,xQyvEG4tngWnB7su=
WfT0_jPi.7,04:10:28,T3,Team T3,101,flGMgAOuMRA,tB6bdT_gumFw8ujW==
WfT0_jPi.8,04:10:28,T3,Team T3,101,flGMgAOuMRA,BsO8gF2==
WfT0_jPi.9,04:10:28,T3,Team T3,102,PCwveFNw,RPDS7QFLbnUT_c
WfT0_jPi.10,04:10:28,T3,Team T3,102,DzdsawILpaP,RPDS7QKLqp7C==
WfT0_jPi.11,04:10:28,T3,Team T3,102,DzdsawILpaP,ZxpHpNQ==
WfT0_jPi.12,04:10:28,T3,Team T3,102,PCwveFNw,ZtENbwEB=
WfT0_jPi.13,04:10:28,T3,Team T3,102,PCwveFNw,RPDS7OBJ==
WfT0_jPi.14,04:10:28,T3,Team T3,103,zP2mZkf,M2byVOghSXg==
WfT0_jPi.15,04:10:28,T3,Team T3,105,4O93Y3Wo,61gtRgKIeqtuMg1IQm65==
WfT0_jPi.16,04:10:28,T3,Team T3,105,ZNSc10Nni,61gtRe7Dtq4rQp
WfT0_jPi.17,04:10:28,T3,Team T3,105,SLQ0UURDiaZ,61gtRiMDn=
WfT0_jPi.18,04:10:28,T3,Team T3,105,4O93Y3Wo,61gtRg5m5=
WfT0_jPi.19,04:10:29,T3,Team T3,105,4O93Y3Wo,e6d4=
WfT0_jPi.20,04:10:29,T3,Team T3,105,SLQ0UURDiaZ,eFd87SVF=
WfT0_jPi.21,04:10:29,T3,Team T3,105,ZNSc10Nni,61gtReNuasmHPshD1y
WfT0_jPi.22,04:10:29,T3,Team T3,105,SLQ0UURDiaZ,e6238NZL5
WfT0_jPi.23,04:10:29,T3,Team T3,105,SLQ0UURDiaZ,eGp6cUNQ5q2==
WfT0_jPi.24,04:10:29,T3,Team T3,106,O1FVgHV,1eOacTVoD0rf7a3FrY6==
WfT0_jPi.25,04:10:29,T3,Team T3,106,O1FVgHV,1eOacX4vz7dPc
WfT0_jPi.26,04:10:29,T3,Team T3,107,JcVThN6I5RV,5l0YvY8zZgYl=
WfT0_jPi.27,04:10:29,T3,Team T3,107,QeX5oT2s5,Xsloe4kOZ81uq=
WfT0_jPi.28,04:10:29,T3,Team T3,107,JcVThN6I5RV,5284817O=
WfT0_jPi.29,04:10:29,T3,Team T3,107,QeX5oT2s5,Xsloe6qG==
WfT0_jPi.30,04:10:29,T3,Team T3,107,QeX5oT2s5,Xsloe43M==
WfT0_jPi.31,04:10:29,T3,Team T3,107,VfeWlWbt,5i38t2dMb6e==
WfT0_jPi.32,04:10:29,T3,Team T3,108,j0MBfS5h,tjx0jI3xqIsWshq==
WfT0_jPi.33,04:10:29,T3,Team T3,109,4eht0x4,hrqLWx3L90H==
WfT0_jPi.34,04:10:29,T3,Team T3,110,sOsLs5eG,C6t0mWcaU
